"","X","Course.ID","Free.Paid","Level","Rating","Subject","Language"
"1648",1455,208126,"Paid","Beginner Level",3,"Musical Instruments","German"
"1649",1456,556076,"Paid","All Levels",3,"Musical Instruments","French"
"1650",1457,1174974,"Paid","All Levels",3,"Musical Instruments","English"
"1651",1458,218856,"Paid","All Levels",4,"Musical Instruments","German"
"1652",1459,1129652,"Paid","Beginner Level",5,"Musical Instruments","German"
"1653",1460,765056,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1654",1461,1144780,"Paid","Beginner Level",1,"Musical Instruments","Hindi"
"1655",1462,214218,"Paid","All Levels",5,"Musical Instruments","English"
"1656",1463,204014,"Paid","All Levels",1,"Musical Instruments","English"
"1657",1464,917176,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1658",1465,1236576,"Paid","Intermediate Level",5,"Musical Instruments","French"
"1659",1466,806642,"Paid","Beginner Level",2,"Musical Instruments","English"
"1660",1467,809492,"Paid","All Levels",3,"Musical Instruments","Hindi"
"1661",1468,212506,"Paid","Beginner Level",4,"Musical Instruments","French"
"1662",1469,513528,"Paid","Intermediate Level",4,"Musical Instruments","German"
"1663",1470,219844,"Paid","All Levels",2,"Musical Instruments","Hindi"
"1664",1471,207304,"Paid","All Levels",4,"Musical Instruments","Hindi"
"1665",1472,219878,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1666",1473,545036,"Paid","All Levels",4,"Musical Instruments","French"
"1667",1474,383852,"Paid","Beginner Level",4,"Musical Instruments","English"
"1668",1475,388712,"Paid","All Levels",5,"Musical Instruments","English"
"1669",1476,632234,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1670",1477,847808,"Paid","All Levels",4,"Musical Instruments","French"
"1671",1478,785210,"Paid","Beginner Level",2,"Musical Instruments","French"
"1672",1479,195196,"Paid","All Levels",1,"Musical Instruments","German"
"1673",1480,594854,"Paid","All Levels",5,"Musical Instruments","Hindi"
"1674",1481,963664,"Paid","Beginner Level",2,"Musical Instruments","French"
"1675",1482,1124590,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1676",1483,687742,"Paid","Beginner Level",3,"Musical Instruments","French"
"1677",1484,1243162,"Paid","All Levels",1,"Musical Instruments","Hindi"
"1678",1485,1195742,"Paid","Beginner Level",2,"Musical Instruments","German"
"1679",1486,834422,"Paid","All Levels",3,"Musical Instruments","German"
"1680",1487,448250,"Paid","Beginner Level",5,"Musical Instruments","English"
"1681",1488,968026,"Free","All Levels",2,"Musical Instruments","Hindi"
"1682",1489,730702,"Paid","Intermediate Level",4,"Musical Instruments","English"
"1683",1490,724436,"Paid","Beginner Level",4,"Musical Instruments","English"
"1684",1491,939636,"Paid","All Levels",1,"Musical Instruments","French"
"1685",1492,974704,"Paid","All Levels",4,"Musical Instruments","English"
"1686",1493,944804,"Paid","All Levels",1,"Musical Instruments","English"
"1687",1494,1150468,"Paid","Beginner Level",3,"Musical Instruments","French"
"1688",1495,1261210,"Paid","Beginner Level",4,"Musical Instruments","French"
"1689",1496,1232728,"Paid","Beginner Level",1,"Musical Instruments","German"
"1690",1497,1265814,"Paid","Beginner Level",3,"Musical Instruments","Hindi"
"1691",1498,1272282,"Paid","All Levels",1,"Musical Instruments","French"
"1692",1499,603902,"Paid","Beginner Level",3,"Musical Instruments","English"
"1693",1500,1026760,"Paid","All Levels",2,"Musical Instruments","English"
"1694",1501,1214670,"Paid","Beginner Level",4,"Musical Instruments","Spanish"
"1695",1502,993892,"Paid","All Levels",3,"Musical Instruments","Spanish"
"1696",1503,1216340,"Paid","All Levels",2,"Musical Instruments","French"
"1697",1504,1026762,"Paid","Beginner Level",4,"Musical Instruments","Hindi"
"1698",1505,1223240,"Paid","All Levels",4,"Musical Instruments","English"
"1699",1506,1224186,"Paid","Beginner Level",2,"Musical Instruments","French"
"1700",1507,1234656,"Paid","All Levels",3,"Musical Instruments","French"
