Course ID,Course Title,Price,Number of Subscribers,Number of Reviews,Number of Lectures,Content Duration
968026,Learn to Play Tabla - The Indian drums,0,1,0,20,1.5
730702,Ukulele 3:  Intermediate,25,1,0,11,0.65
724436,Guitarra Acústica en Siete Días,20,1,1,38,2.5
939636,Coaching Bundle: Guitar for Music Educators: Part 2,135,1,1,6,0.5
974704,Learn Piano Online-In the Garden Piano Solo,60,1,0,11,1
944804,Coaching Bundle: Guitar for Music Educators: Part 1,135,1,1,5,0.5
1150468,Ukulele lernen für Papas mit Aram sam sam,55,1,0,37,0.7
1261210,Suonare la Chitarra,200,1,1,22,1
1232728,Learn Loreena McKennitt Songs-Quicklessons Piano Course,20,1,0,6,0.566666667
1265814,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,20,0,0,5,0.516666667
1272282,Learn Vikings Soundtracks on the Piano by Ear,20,0,0,8,0.583333333
603902,Curso de Didgeridoo nivel principiante,50,0,0,31,1
1026760,Coaching Course: Rhythm Instruction for Music Educators P1,130,0,0,6,0.533333333
1214670,Tune that Sour Note on Your Piano,20,0,0,6,0.55
993892,"Beginners Guitar Course - 'Try it and love it method""",25,0,0,16,2
1216340,Learn to Play Sweet Child of Mine,20,0,0,23,1.5
1026762,Coaching Course: Rhythm Instruction for Music Educators P2,125,0,0,7,0.633333333
1223240,Learn Pirates of the Caribbean by Ear on the Piano,20,0,0,6,0.533333333
1224186,Learn to Play Piano Like a Pro - Easy Piano Course 1,35,0,0,13,0.516666667
1234656,4 Week Rhythm Mastery,20,0,0,28,2.5
41295,Learn HTML5 Programming From Scratch,0,268923,8629,45,10.5
59014,Coding for Entrepreneurs Basic,0,161029,279,27,3.5
625204,The Web Developer Bootcamp,200,121584,27445,342,43
173548,Build Your First Website in 1 Week with HTML5 and CSS3,0,120291,5924,30,3
764164,The Complete Web Developer Course 2.0,200,114512,22412,304,30.5
473160,Web Design for Web Developers: Build Beautiful Websites!,0,98867,6512,20,3
94430,Learn Javascript & JQuery From Scratch,30,84897,2685,10,2
130064,Practical PHP: Master the Basics and Code Dynamic Websites,0,83737,4598,45,6.5
364426,JavaScript: Understanding the Weird Parts,175,79612,16976,85,11.5
756150,Angular 4 (formerly Angular 2) - The Complete Guide,190,73783,19649,329,22
21386,Beginner Photoshop to HTML5 and CSS3,0,73110,1716,22,2
65330,Web Development By Doing: HTML / CSS From Scratch,0,72932,2575,21,1
405926,HTML and CSS for Beginners - Build a Website & Launch ONLINE,0,70773,5660,50,6
11174,Become a Web Developer from Scratch,120,69186,2408,197,27.5
314462,Quickstart AngularJS,0,64128,4047,17,1.5
128946,Learn Responsive Web Development from Scratch,0,59639,2692,24,4.5
289230,Learn and Understand AngularJS,175,59361,11580,55,7
461160,Learn and Understand NodeJS,195,58208,11123,98,13
556248,The Complete HTML & CSS Course - From Novice To Professional,195,57422,874,84,7.5
580466,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,195,55332,1225,144,20
80940,Build Websites from Scratch with HTML & CSS,145,51257,1955,77,8
705264,Modern React with Redux,180,50815,15117,150,26.5
94432,Learn PHP Fundamentals From Scratch,0,48650,1236,9,2
19603,Learning Dynamic Website Design - PHP MySQL and JavaScript,50,47886,285,125,12.5
707962,Javascript Essentials,0,47062,5590,41,8.5
437398,Build Responsive Real World Websites with HTML5 and CSS3,195,43977,7106,77,12
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,75,43285,525,24,4
708578,Bootstrap 4 Quick Start: Code Modern Responsive Websites,0,41478,2104,13,3
719002,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,150,40070,8341,194,9.5
674608,The Complete Web Developer Masterclass: Beginner To Advanced,195,37141,1813,316,51
772618,Learn Object Oriented PHP By Building a Complete Website,0,36322,2618,32,4.5
16646,Web Programming with Python,50,35267,217,53,4
446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,200,33788,4434,246,32.5
519442,The Complete Ruby on Rails Developer Course,195,33677,3809,283,31.5
949282,Learn Angular 2 from Beginner to Advanced,195,32696,526,67,10
294794,Create An HTML5 Video Player From Scratch,0,32260,1005,12,1.5
695656,The Complete JavaScript Course For Web Development Beginners,195,31499,450,46,4
19332,The Original Complete Web Developer Course.,20,31070,742,195,18
511934,AngularJS For Beginners,0,30531,1948,53,3
267560,Learn E-Commerce Website in PHP & MySQL From Scratch!,0,29990,1342,87,17.5
866460,Angular 2+ with Typescript - Essential Training,195,29348,780,66,3
405282,PHP for Beginners -Become a PHP Master - Project Included,200,28880,4316,286,30.5
1025026,Javascript - From Beginner to Pro-Build real world JS apps,195,28694,688,77,11.5
607048,Essentials of JavaScript Practice Coding Exercises Tips,80,28125,115,21,2
851712,The Complete JavaScript Course: Build a Real-World Project,195,27801,4340,113,17.5
159070,Introduction to Web Development: HTML,20,26800,333,55,3
470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers,0,26697,1097,20,1
11475,Become a Certified Web Developer,100,26673,1090,185,12
429364,Master the Basics of HTML5 & CSS3: Beginner Web Development,0,26541,750,38,3
24334,CSS Development (with CSS3!),20,25864,188,32,5
15285,HTML Workshop,20,25854,306,17,2
653846,Master the MEAN Stack - Learn By Example,195,25799,382,42,4.5
642410,The Complete Bootstrap Masterclass Course - Build 4 Projects,195,24978,540,67,7
629142,The Ultimate Web Developer How To Guide,200,24861,423,281,22.5
369662,Running a Web Development Business: The Complete Guide,150,24575,525,98,19.5
505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,20,23764,490,58,5.5
60792,Learn to Use jQuery UI Widgets,0,23669,521,9,1
882488,WordPress Development For Beginners,95,23572,210,20,2
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",195,23412,799,251,45
63612,1 Hour JavaScript,200,22999,602,18,1
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",95,22623,783,73,8
534376,Get Results - Core Principles of Web Development Tricks Tips,75,22355,54,26,1.5
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,100,22213,142,16,1
781532,Advanced React and Redux,140,21998,3326,119,12
99826,Become A Web Developer And Seller - Build Websites With HTML,200,21730,61,35,2.5
808622,AngularJS Authentication: Secure Your App with Auth0,0,21689,1080,13,1
756914,MongooseJS Essentials - Learn MongoDB for Node.js,0,21682,1106,8,0.733333333
30243,Mastering HTML5 Programming - The Easier Way,75,21653,138,35,7
701634,ExpressJS Fundamentals,0,21245,914,9,1
357726,Spring Framework 4 And Dependency Injection For Beginners,0,21147,1220,16,1.5
197828,Learn to Setup Websites from Scratch,0,21087,154,24,3.5
382786,Sass Workflow,0,20890,945,21,3
806922,The Complete ASP.NET MVC 5 Course,190,20652,6357,138,7.5
766592,HTML Complete Course - Beginner to Expert,0,20073,615,28,1.5
162274,Joomla 3 - The Basics,0,19909,411,17,3
714724,Docker Technologies for DevOps and Developers,30,19210,3137,44,3
231176,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,50,18818,407,80,11
445534,Learn AngularJS Step By Step,20,18777,1112,21,1.5
297390,Joomla: Create a Joomla Website This Weekend With NO CODING!,0,18496,386,30,2
64605,1 Hour CSS,100,18324,333,16,1
79154,Back to School Web Development and Programming Bundle,200,18170,117,779,44.5
99986,Introduction to Web Development,20,18143,159,15,2
582636,Bootstrap unleash the power faster & easier web development,150,18101,88,68,5.5
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,195,17895,212,30,4
164554,AngularJS JumpStart with Dan Wahlin,75,17802,2144,113,10
1107524,The Complete NodeJS Course: Build a Full Business Rating App,195,17784,260,61,12.5
963412,Building Websites JavaScript and the DOM,120,17759,64,37,3
391546,Learn Python and Django: Payment Processing,70,17714,198,23,3.5
995016,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),190,17671,4675,329,18
516062,JavaScript Intro to learning JavaScript web programming,20,17554,94,16,1.5
639654,How to Make a Single Page Website for Freelancers & Agencies,0,17463,283,30,1.5
383204,The Professional Ruby on Rails Developer,100,17334,676,96,17
833442,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,150,17297,3166,111,8.5
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,50,17113,380,93,9.5
173134,Adobe Flash for Beginners - Build Flash Website From Scratch,200,17071,17,15,1.5
983534,Try AngularJS: Beginner's Guide to Front End Web Development,50,16926,126,33,4.5
1078522,React JS and Redux - Mastering Web Apps,60,16829,820,77,5
701636,Learn Web Scraping with Node.js,75,16731,137,10,1
648118,JavaScript Rockstar How to create Incredible Useful code,75,16590,51,27,2.5
188692,Build a Responsive Website with a Modern Flat Design,0,16527,354,17,2
50522,Become Exceptional in HTML and HTML5,20,16486,86,34,6.5
874166,Angular 2 Crash Course with TypeScript,100,16409,589,74,4
993754,Django Core | A Reference Guide to Core Django Concepts,195,16282,303,159,18.5
64422,1 Hour HTML,200,16212,514,20,1
1171966,The Complete PHP MySQL Professional Course with 5 Projects,200,16158,159,125,19.5
556922,Learn Ruby on Rails: Stripe Payment Processing,40,15724,33,29,1.5
364616,Learn how to quickly build websites using Wordpress,0,15715,406,28,3.5
212374,Introduction to CSS Development,0,15493,415,25,2
340844,Learn HTML & CSS: How To Start Your Web Development Career,0,15462,689,60,4.5
1146014,Learn JavaScript for beginners,200,15276,167,19,1.5
23742,Servlets and JSPs Tutorial: Learn Web Applications With Java,35,15187,970,64,10
128950,Learn to Build Websites using Twitter Bootstrap,0,15134,523,12,2.5
654680,JavaScript Tricks how to create code projects from scratch,75,15106,31,16,1.5
309820,ASP.Net MVC Quick Start,0,15092,1234,65,5.5
283014,HTML 5: How I made websites in HTML5,135,15064,237,15,1.5
1027342,Rapid Website Design with Bootstrap,200,14842,131,17,1
427530,Learn  Bootstrap Development By Building 10 Projects,60,14813,1358,74,13.5
269638,Codeigniter: How to use Codeigniter that drives knowledge,150,14606,235,21,3
34882,Creating an MP3 Player with HTML5,20,14551,169,14,1.5
574876,Get started Creating Websites Everything you need provided,100,14260,44,43,3
499632,Benefits of Thinking Mobile First Future of Website Design,75,14254,27,20,1.5
778112,HTML5 canvas Bootcamp for beginners 25 easy steps,120,14118,30,27,2
390866,The Complete Web Developer Bootcamp - Beginner to Expert,190,14103,1548,197,21.5
94428,Learn Complete Web Development From Scratch,40,14074,106,46,12
628222,How to Make an Online Portfolio Website from Scratch,0,14026,232,25,1
269006,Learn Html5 & CSS3 from scratch,20,13960,239,19,2.5
958750,Web Design Creating websites from scratch,75,13920,64,28,2
566248,jQuery Fundamentals Powerful Bootcamp for beginners,150,13882,63,47,3
881210,Learn Complete WordPress for Building a Professional Sites,80,13708,92,62,9
884946,Code a 'Coming Soon' Landing Page in Bootstrap 4,0,13535,473,18,1.5
1165096,Vue JS - Mastering Web Apps,80,13457,215,69,4.5
520116,The Complete WordPress Website Business Course,150,13439,1981,89,20.5
563248,JavaScript Step by Step how to apply it to your web pages,100,13406,78,44,1.5
226534,WordPress Backup And Restore Fundamentals,0,13242,131,24,1
1023062,Serverless Architecture on Amazon Web Services,0,13210,978,8,0.55
778084,Ruby on Rails a Beginners Guide,0,13130,346,88,6.5
752706,Write quicker HTML5 and CSS 3; productivity hacks with emmet,0,13016,286,15,1.5
861624,ES6 Javascript: The Complete Developer's Guide,80,13010,2709,68,6.5
382856,Create Startup Landing Page with Viral Marketing Strategies,0,12974,120,13,1
939962,"Learn SVG Animation - With HTML, CSS & Javascript",65,12953,680,22,1.5
646056,How to Make a Video Blog Website From Scratch w/ Wordpress,0,12952,163,22,1
917724,Learn JavaScript for Web Development,75,12893,220,95,8.5
682484,Create a Website from Scratch using HTML CSS step by step,75,12882,95,20,1.5
101864,Programming for Entrepreneurs - JavaScript,200,12873,106,38,2.5
788514,Learn to use JSON,150,12838,96,22,1.5
1049092,React JS - Build real world JS apps & deploy on cloud,175,12815,262,53,8.5
732556,PHP: Complete Registration and Login with Email Verification,20,12781,145,22,2.5
561136,Responsive Design with NEW Materialize,75,12629,88,36,1.5
188828,Web Hosting Set Up and WordPress Installation For Beginners,0,12563,239,11,0.566666667
8325,HTML Tutorial: HTML & CSS for Beginners,20,12458,253,82,4
657734,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,195,12368,89,26,3.5
1247828,Angular 4 (2+) Crash Course for Beginners,120,12366,506,120,9
777654,Learn what's new in PHP 7,0,12336,271,26,3.5
217010,Website Secrets: Get a Gorgeous Website on the Cheap,50,12328,15,32,2
370752,How to Make a Wordpress Website 2017,0,12293,235,18,3
890810,Practical Understanding of PHP and MySQL,0,12201,217,24,5.5
113706,Build Flat Responsive Website from Scratch - Complete Course,35,12105,144,54,7.5
723522,PHP Fundamentals - Start Earning The Top Dollars You Deserve,195,12068,81,12,1.5
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,195,12021,660,41,4
560996,You can create Incredible Websites with HTML CSS learn how,100,11892,50,28,2.5
26845,Advanced HTML5 Tutorial for Web Developers,50,11847,57,57,7.5
822444,Python and Django Full Stack Web Developer Bootcamp,200,11832,1883,191,31.5
563668,Learn how to create a WordPress theme using Pinegrow,0,11812,152,19,2
540724,How To Setup Web Hosting,0,11758,242,8,1
596192,PSD To a Creative Landing Page Using Twitter Bootstrap 3,0,11666,546,20,4
77642,Learn HTML 5 in 1 hour,100,11643,169,21,1
696016,HTML CSS Easy steps to create a web template from scratch,200,11574,78,15,1
920544,React Redux React-Router: From Beginner to Paid Professional,20,11536,876,60,6.5
699618,Learn HTML And CSS From Scratch,0,11533,240,18,2
789324,Complete Web Development Course + Building 5 Websites!,200,11492,174,118,24.5
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,50,11384,1846,80,5.5
460056,Learn the Basics of Programming for Marketers,55,11339,43,26,3.5
1052304,JavaScript For Beginners : Learn JavaScript From Scratch,195,11285,102,77,5.5
379722,jQuery Crash Course: Learn the Essentials of jQuery Fast,50,11262,142,18,2
736940,Practical CSS Website Development: Crash Course,95,11170,35,19,2.5
241590,Make a professional website - 30 Day Guarantee. Discounted!,20,11167,34,13,2
294408,Learn to Make an Animated Image Gallery using HTML5,0,11080,165,7,1
142666,Improved SEO with Rich Snippets and MicroData,0,11026,228,13,1
615106,Ultimate guide to Social Media Web development integration,200,11011,13,36,2.5
1000574,The Complete Developers Guide to MongoDB,150,10945,1286,129,13.5
394832,Fun and creative web engineering with Python and Web2py,0,10917,319,25,2
113518,CSS and CSS3 For Absolute Beginners,75,10890,212,33,5
701570,Build Real World Websites from Scratch using HTML5 and CSS3,195,10874,114,59,7.5
729552,JavaScript for Beginners Welcome to learning JavaScript,50,10864,63,26,2
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,0,10780,110,19,1
149042,JavaScript for Absolute Beginners,20,10689,394,17,2
1017116,Get to know HTML Learn HTML Basics,200,10674,102,26,2
158934,Code a personal splash page in 1 hour,20,10610,83,10,1
266252,Projects in PHP and MySQL,60,10606,570,88,23
609992,HTML CSS: Essential steps to learn HTML CSS,145,10576,154,23,2.5
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,195,10518,129,57,4.5
587902,Core HTML How to get online quickly HTML to HTML5,90,10394,33,34,3.5
176432,HTML5 Essentials for Beginners,20,10247,200,15,1.5
